Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06075021600,"Census Tract 216, San Francisco County, California",4403,548,2386,187,7,922,6,39
1400000US06075021700,"Census Tract 217, San Francisco County, California",4222,530,2159,316,9,862,9,33
1400000US06075021800,"Census Tract 218, San Francisco County, California",4091,562,2594,74,1,494,12,25
1400000US06075022600,"Census Tract 226, San Francisco County, California",5001,538,2403,191,9,1459,5,59
1400000US06075022702,"Census Tract 227.02, San Francisco County, California",2194,262,1330,43,7,369,4,14
1400000US06075022704,"Census Tract 227.04, San Francisco County, California",3734,313,2251,69,5,721,7,28
1400000US06075022801,"Census Tract 228.01, San Francisco County, California",4956,1801,1956,179,8,732,7,31
1400000US06075022802,"Census Tract 228.02, San Francisco County, California",1975,561,734,85,2,440,9,12
1400000US06075022803,"Census Tract 228.03, San Francisco County, California",4380,1931,1578,76,5,559,5,30
1400000US06075022901,"Census Tract 229.01, San Francisco County, California",4275,2289,1186,177,2,429,21,16
1400000US06075022902,"Census Tract 229.02, San Francisco County, California",2283,1024,762,53,7,305,5,23
1400000US06075022903,"Census Tract 229.03, San Francisco County, California",3007,1214,1121,68,5,424,7,35
1400000US06075023001,"Census Tract 230.01, San Francisco County, California",5412,820,294,533,11,3621,16,16
1400000US06075023003,"Census Tract 230.03, San Francisco County, California",4143,949,431,621,19,1961,6,24
1400000US06075023102,"Census Tract 231.02, San Francisco County, California",3377,642,265,1662,14,534,43,23
1400000US06075023103,"Census Tract 231.03, San Francisco County, California",4901,940,157,2431,24,461,536,70
1400000US06075023200,"Census Tract 232, San Francisco County, California",4987,2061,457,1278,28,901,23,29
1400000US06075023300,"Census Tract 233, San Francisco County, California",4369,964,316,558,9,2365,11,24
1400000US06075023400,"Census Tract 234, San Francisco County, California",4110,1464,214,1019,3,1040,172,45
1400000US06075025100,"Census Tract 251, San Francisco County, California",3364,654,1818,119,8,517,1,19
1400000US06075025200,"Census Tract 252, San Francisco County, California",5164,1124,2845,100,4,653,12,25
1400000US06075025300,"Census Tract 253, San Francisco County, California",4412,1148,2200,70,0,695,7,28
1400000US06075025401,"Census Tract 254.01, San Francisco County, California",3331,1130,1393,147,6,402,19,28
1400000US06075025402,"Census Tract 254.02, San Francisco County, California",2869,692,1184,84,5,685,5,15
1400000US06075025403,"Census Tract 254.03, San Francisco County, California",4430,1425,1210,310,10,1206,36,26
1400000US06075025501,"Census Tract 255.01, San Francisco County, California",3606,1005,749,79,0,1596,6,17
1400000US06075025502,"Census Tract 255.02, San Francisco County, California",4354,1345,935,55,9,1790,13,25
1400000US06075025600,"Census Tract 256, San Francisco County, California",5482,1461,803,101,4,2925,18,20
1400000US06075025701,"Census Tract 257.01, San Francisco County, California",4716,1083,514,93,5,2925,4,11
1400000US06075025702,"Census Tract 257.02, San Francisco County, California",4551,1146,431,79,5,2754,5,9
1400000US06075025800,"Census Tract 258, San Francisco County, California",2030,464,241,112,0,1132,6,12
1400000US06075025900,"Census Tract 259, San Francisco County, California",4537,966,792,294,3,2270,21,15
1400000US06075026001,"Census Tract 260.01, San Francisco County, California",5553,2502,663,77,3,2119,9,35
1400000US06075026002,"Census Tract 260.02, San Francisco County, California",3282,1086,712,131,0,1204,6,21
1400000US06075026003,"Census Tract 260.03, San Francisco County, California",4890,1768,727,72,10,2158,19,18
1400000US06075026004,"Census Tract 260.04, San Francisco County, California",4162,1412,574,48,4,2006,6,25
1400000US06075026100,"Census Tract 261, San Francisco County, California",6890,1713,754,70,13,4109,13,35
1400000US06075026201,"Census Tract 262.01, San Francisco County, California",4174,1198,258,88,4,2509,14,22
1400000US06075026202,"Census Tract 262.02, San Francisco County, California",3323,918,301,63,0,1963,8,8
1400000US06075026301,"Census Tract 263.01, San Francisco County, California",4761,1321,439,38,2,2861,2,15
1400000US06075026302,"Census Tract 263.02, San Francisco County, California",4760,1184,590,205,9,2620,28,14
1400000US06075026303,"Census Tract 263.03, San Francisco County, California",4632,1296,471,86,0,2634,11,30
1400000US06075026401,"Census Tract 264.01, San Francisco County, California",3954,786,166,292,1,2546,47,22
1400000US06075026402,"Census Tract 264.02, San Francisco County, California",4174,932,397,293,2,2390,25,13
1400000US06075026403,"Census Tract 264.03, San Francisco County, California",4050,801,195,168,2,2782,15,23
1400000US06075026404,"Census Tract 264.04, San Francisco County, California",3100,881,58,442,4,1549,101,4
1400000US06075030101,"Census Tract 301.01, San Francisco County, California",4592,454,2643,91,8,1039,5,27
1400000US06075030102,"Census Tract 301.02, San Francisco County, California",5500,486,3122,170,0,1288,3,72
1400000US06075030201,"Census Tract 302.01, San Francisco County, California",3988,362,1979,67,2,1284,8,27
1400000US06075030202,"Census Tract 302.02, San Francisco County, California",4507,411,2308,99,6,1268,2,44
1400000US06075030301,"Census Tract 303.01, San Francisco County, California",6076,477,2699,88,2,2330,4,54
1400000US06075030302,"Census Tract 303.02, San Francisco County, California",3670,286,1471,21,0,1604,9,32
1400000US06075030400,"Census Tract 304, San Francisco County, California",5269,393,2341,47,7,2079,7,41
1400000US06075030500,"Census Tract 305, San Francisco County, California",3220,401,1533,258,7,817,8,17
1400000US06075030600,"Census Tract 306, San Francisco County, California",2343,234,1207,25,1,685,1,22
1400000US06075030700,"Census Tract 307, San Francisco County, California",6859,737,3582,144,4,1782,2,51
1400000US06075030800,"Census Tract 308, San Francisco County, California",5898,424,3052,87,5,1866,13,57
1400000US06075030900,"Census Tract 309, San Francisco County, California",6707,600,2837,176,2,2699,8,41
1400000US06075031000,"Census Tract 310, San Francisco County, California",4192,499,1734,133,3,1503,2,23
1400000US06075031100,"Census Tract 311, San Francisco County, California",6305,1056,2652,170,12,1954,22,37
1400000US06075031201,"Census Tract 312.01, San Francisco County, California",6064,1069,933,326,8,3473,24,47
1400000US06075031202,"Census Tract 312.02, San Francisco County, California",3051,501,368,289,0,1754,4,17
1400000US06075031301,"Census Tract 313.01, San Francisco County, California",3786,463,765,431,4,1846,10,35
1400000US06075031302,"Census Tract 313.02, San Francisco County, California",5673,833,727,584,5,3269,28,24
1400000US06075031401,"Census Tract 314.01, San Francisco County, California",2942,761,157,200,4,1697,32,4
1400000US06075031402,"Census Tract 314.02, San Francisco County, California",4287,925,510,487,9,2188,18,17
1400000US06075032601,"Census Tract 326.01, San Francisco County, California",4412,409,1493,77,8,2152,2,24
1400000US06075032602,"Census Tract 326.02, San Francisco County, California",4289,277,1361,43,1,2358,0,46
1400000US06075032700,"Census Tract 327, San Francisco County, California",6472,443,2127,78,1,3440,8,35
1400000US06075032801,"Census Tract 328.01, San Francisco County, California",4234,323,1172,59,6,2490,0,23
1400000US06075032802,"Census Tract 328.02, San Francisco County, California",4097,240,1132,53,5,2467,3,28
1400000US06075032901,"Census Tract 329.01, San Francisco County, California",5015,322,1334,44,6,3060,4,23
1400000US06075032902,"Census Tract 329.02, San Francisco County, California",3850,295,1004,27,4,2357,2,29
1400000US06075033001,"Census Tract 330.01, San Francisco County, California",3893,308,1221,37,1,2109,6,23
1400000US06075033002,"Census Tract 330.02, San Francisco County, California",4021,325,1473,52,5,1917,0,25
1400000US06075033100,"Census Tract 331, San Francisco County, California",4025,222,1300,35,9,2300,1,14
1400000US06075033201,"Census Tract 332.01, San Francisco County, California",1729,448,554,215,5,373,26,19
1400000US06075033203,"Census Tract 332.03, San Francisco County, California",4003,862,1210,372,10,1258,18,42
1400000US06075033204,"Census Tract 332.04, San Francisco County, California",3839,876,1155,349,13,1222,6,32
1400000US06075035101,"Census Tract 351.01, San Francisco County, California",3551,337,1370,43,7,1560,7,31
1400000US06075035102,"Census Tract 351.02, San Francisco County, California",4252,290,1128,42,0,2532,10,22
1400000US06075035201,"Census Tract 352.01, San Francisco County, California",5288,401,1926,94,6,2461,6,42
1400000US06075035202,"Census Tract 352.02, San Francisco County, California",4353,491,1847,93,7,1609,16,33
1400000US06075035300,"Census Tract 353, San Francisco County, California",7360,556,1873,88,9,4484,9,31
1400000US06075035400,"Census Tract 354, San Francisco County, California",6696,603,2182,98,10,3374,6,43
1400000US06075040100,"Census Tract 401, San Francisco County, California",4417,422,2269,71,0,1334,5,23
1400000US06075040200,"Census Tract 402, San Francisco County, California",5539,491,2603,114,1,1893,9,58
1400000US06075042601,"Census Tract 426.01, San Francisco County, California",3917,354,1791,61,0,1438,3,37
1400000US06075042602,"Census Tract 426.02, San Francisco County, California",3469,309,1723,50,7,1104,6,35
1400000US06075042700,"Census Tract 427, San Francisco County, California",5496,525,2324,101,9,2186,11,51
1400000US06075042800,"Census Tract 428, San Francisco County, California",2433,136,1606,11,0,504,4,14
1400000US06075045100,"Census Tract 451, San Francisco County, California",5048,487,2169,90,0,1938,3,25
1400000US06075045201,"Census Tract 452.01, San Francisco County, California",3368,306,1478,46,5,1290,1,15
1400000US06075045202,"Census Tract 452.02, San Francisco County, California",3405,284,1425,55,2,1387,5,19
1400000US06075047600,"Census Tract 476, San Francisco County, California",5302,400,2086,69,3,2321,4,34
1400000US06075047701,"Census Tract 477.01, San Francisco County, California",4435,423,1663,80,4,1977,8,28
1400000US06075047702,"Census Tract 477.02, San Francisco County, California",3823,298,1505,69,10,1723,9,16
1400000US06075047801,"Census Tract 478.01, San Francisco County, California",4140,265,1552,59,2,1991,4,30
1400000US06075047802,"Census Tract 478.02, San Francisco County, California",3786,371,1329,65,4,1764,6,20
1400000US06075047902,"Census Tract 479.02, San Francisco County, California",3691,293,1651,46,6,1401,2,32
1400000US06075047903,"Census Tract 479.03, San Francisco County, California",3782,288,1585,53,5,1561,7,35
1400000US06075047904,"Census Tract 479.04, San Francisco County, California",3026,229,1400,80,3,1106,2,28
1400000US06075060100,"Census Tract 601, San Francisco County, California",3690,463,2480,87,12,315,3,40
1400000US06075060400,"Census Tract 604, San Francisco County, California",2325,311,1109,106,4,654,15,22
1400000US06075060502,"Census Tract 605.02, San Francisco County, California",3214,968,124,665,7,997,281,20
1400000US06075060701,"Census Tract 607.01, San Francisco County, California",8610,1158,3099,459,23,3266,55,107
1400000US06075060702,"Census Tract 607.02, San Francisco County, California",3142,323,933,154,5,1518,6,18
1400000US06075060703,"Census Tract 607.03, San Francisco County, California",5680,585,1742,244,2,2777,7,43
1400000US06075061000,"Census Tract 610, San Francisco County, California",5044,985,594,670,8,2525,21,31
1400000US06075061101,"Census Tract 611.01, San Francisco County, California",2008,46,185,56,0,1681,8,0
1400000US06075061102,"Census Tract 611.02, San Francisco County, California",2443,60,54,39,2,2267,5,5
1400000US06075061200,"Census Tract 612, San Francisco County, California",4166,1749,439,809,5,976,23,14
1400000US06075061401,"Census Tract 614.01, San Francisco County, California",3336,674,1407,338,17,606,58,26
1400000US06075061402,"Census Tract 614.02, San Francisco County, California",2545,370,1145,248,0,522,61,19
1400000US06075061501,"Census Tract 615.01, San Francisco County, California",2106,181,1120,70,3,597,0,12
1400000US06075061502,"Census Tract 615.02, San Francisco County, California",2454,237,1190,93,6,768,1,37
1400000US06075061503,"Census Tract 615.03, San Francisco County, California",4039,383,1429,176,13,1783,4,55
1400000US06075061504,"Census Tract 615.04, San Francisco County, California",2246,151,880,76,2,1023,2,12
1400000US06075061505,"Census Tract 615.05, San Francisco County, California",1051,49,393,20,0,546,0,9
1400000US06075061506,"Census Tract 615.06, San Francisco County, California",4452,307,1706,119,2,2077,0,47
1400000US06075061507,"Census Tract 615.07, San Francisco County, California",1738,248,595,161,2,637,2,23
1400000US06075061508,"Census Tract 615.08, San Francisco County, California",2507,187,1069,68,6,1011,4,32
1400000US06075980200,"Census Tract 9802, San Francisco County, California",79,6,46,21,0,5,0,0
1400000US06075980300,"Census Tract 9803, San Francisco County, California",284,52,112,38,5,38,16,3
1400000US06075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0,0,0
1400000US06075980501,"Census Tract 9805.01, San Francisco County, California",125,5,0,0,0,116,0,0
1400000US06075980600,"Census Tract 9806, San Francisco County, California",1340,186,266,328,9,472,9,23
1400000US06075980900,"Census Tract 9809, San Francisco County, California",1248,338,421,225,14,168,15,8
